accelerator,act_fn,avg_memory,batch_size,device,dropout,hidden_dim,latency,macs,max_memory,model,requires_grad,seq_len,total_params,trainable_params,use_torchscript
0.0,relu,293.10546875,1.0,cpu,,64.0,9.555649999128944e-05,0.0,293.10546875,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,293.10546875,1.0,cpu,,256.0,0.0004272425500175814,0.0,293.10546875,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,293.10546875,1.0,cpu,,512.0,0.0011069245000044248,0.0,293.10546875,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,293.10546875,1.0,cpu,,1024.0,0.004181461949997356,0.0,293.10546875,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,314.1506076388889,1.0,cpu,,2048.0,0.015613779199998134,0.0,314.18359375,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,305.2421875,1.0,cpu,,3072.0,0.03678757775001031,0.0,305.2421875,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,325.68359375,1.0,cpu,,4096.0,0.07296234079999522,0.0,325.68359375,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,276.10546875,1.0,cpu,,1.0,8.818364999569894e-05,0.0,276.10546875,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,276.10546875,1.0,cpu,,2.0,9.061380001185172e-05,0.0,276.10546875,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,276.109375,1.0,cpu,,4.0,9.414174999164972e-05,0.0,276.109375,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,276.109375,1.0,cpu,,8.0,9.297744998093549e-05,0.0,276.109375,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,276.11328125,1.0,cpu,,16.0,9.362574999158824e-05,0.0,276.11328125,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,276.11328125,1.0,cpu,,32.0,8.453860000372514e-05,0.0,276.11328125,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,276.11328125,1.0,cpu,,64.0,0.0001517140500027381,0.0,276.11328125,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,276.11328125,1.0,cpu,,256.0,0.0007260639500145772,0.0,276.11328125,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,277.3515625,1.0,cpu,,512.0,0.0021435101999941254,0.0,277.3515625,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,285.4921875,1.0,cpu,,1024.0,0.008283146750000015,0.0,285.4921875,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,314.2265625,1.0,cpu,,2048.0,0.030852221550003382,0.0,314.2265625,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,306.9283854166667,1.0,cpu,,3072.0,0.07524778990000414,0.0,306.953125,feedforward,0.0,128.0,0.0,0.0,0.0
