<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_size,latency,macs,max_memory,model,requires_grad,total_nn_calls,total_params,trainable_params,use_dquant,use_torchscript,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
20.0,18949865472.0,,,1.0,1024000.0,,,1.0,relu,1072824320.0,2.0,,512.0,0.005231900140643121,19054961664.0,1072824320.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,103809024.0,1.0,263168.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,7254245376.0,,,1.0,2048000.0,,,1.0,relu,1072824320.0,4.0,,224.0,0.002891448140144348,7296135168.0,1072824320.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,39739392.0,1.0,102400.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,21318598656.0,,,1.0,2048000.0,,,1.0,relu,1148321792.0,4.0,,384.0,0.005801302939653396,21437728768.0,1148321792.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,116785152.0,1.0,296960.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,37899730944.0,,,1.0,2048000.0,,,1.0,relu,1282539520.0,4.0,,512.0,0.00914018861949444,38109923328.0,1282539520.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,207618048.0,1.0,526336.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,14508490752.0,,,1.0,4096000.0,,,1.0,relu,1286733824.0,8.0,,224.0,0.004678446054458618,14592270336.0,1286733824.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,79478784.0,1.0,204800.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,42637197312.0,,,1.0,4096000.0,,,1.0,relu,1439825920.0,8.0,,384.0,0.010642018169164658,42875457536.0,1439825920.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,233570304.0,1.0,593920.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,75799461888.0,,,1.0,4096000.0,,,1.0,relu,1708261376.0,8.0,,512.0,0.017352845519781113,76219846656.0,1708261376.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,415236096.0,1.0,1052672.0,,,9.0,0.0,1.0,0.0,,,,,,
5.0,655566528.0,2.0,0.0,3.0,58621952.0,,,1.0,relu,946995200.0,1.0,,224.0,0.001223866268992424,714206912.0,946995200.0,alexnet,0.0,21.0,61100840.0,0.0,0.0,0.0,,,1.0,18432.0,,,7.0,0.0,3.0,0.0,,,,,,
5.0,2019334848.0,2.0,0.0,3.0,58621952.0,,,1.0,relu,1186070528.0,1.0,,384.0,0.0014292199164628982,2077996992.0,1186070528.0,alexnet,0.0,21.0,61100840.0,0.0,0.0,0.0,,,1.0,40192.0,,,7.0,0.0,3.0,0.0,,,,,,
5.0,3648711360.0,2.0,0.0,3.0,58621952.0,,,1.0,relu,1232207872.0,1.0,,512.0,0.0019237324595451355,3707400128.0,1232207872.0,alexnet,0.0,21.0,61100840.0,0.0,0.0,0.0,,,1.0,66816.0,,,7.0,0.0,3.0,0.0,,,,,,
