<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_size,latency,macs,max_memory,model,requires_grad,total_params,trainable_params,use_dquant,use_torchscript,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
122773045248.0,0.0,989069312.0,,0.0,relu,1534.788783482143,8.0,,224.0,3.191622451800504,123762515968.0,1684.72265625,vgg16,0.0,138357544.0,0.0,0.0,0.0,,401408.0,,0.0,0.0,
360802418688.0,0.0,989069312.0,,0.0,relu,1728.0683035714285,8.0,,384.0,9.615025230799805,361792278528.0,2293.15234375,vgg16,0.0,138357544.0,0.0,0.0,0.0,,790528.0,,0.0,0.0,
641426522112.0,0.0,989069312.0,,0.0,relu,1920.0875,8.0,,512.0,17.442776456699356,642416840704.0,2990.625,vgg16,0.0,138357544.0,0.0,0.0,0.0,,1249280.0,,0.0,0.0,
7725699072.0,,2208000.0,,0.0,relu,803.5197482638887,1.0,,224.0,0.26907049959991125,7845841056.0,804.59765625,densenet,0.0,28681000.0,0.0,0.0,0.0,117656448.0,,,0.0,0.0,277536.0
22704095232.0,,2208000.0,,0.0,relu,971.81298828125,1.0,,384.0,0.6808481684973231,23052884736.0,981.48046875,densenet,0.0,28681000.0,0.0,0.0,0.0,345765888.0,,,0.0,0.0,815616.0
40362835968.0,,2208000.0,,0.0,relu,1061.87109375,1.0,,512.0,1.1586215232993708,40981188864.0,1111.04296875,densenet,0.0,28681000.0,0.0,0.0,0.0,614694912.0,,,0.0,0.0,1449984.0
15451398144.0,,4416000.0,,0.0,relu,1046.9557291666667,2.0,,224.0,0.4619148451980436,15691682112.0,1047.65234375,densenet,0.0,28681000.0,0.0,0.0,0.0,235312896.0,,,0.0,0.0,555072.0
45408190464.0,,4416000.0,,0.0,relu,1077.3359375,2.0,,384.0,1.2665095447009662,46105769472.0,1135.10546875,densenet,0.0,28681000.0,0.0,0.0,0.0,691531776.0,,,0.0,0.0,1631232.0
80725671936.0,,4416000.0,,0.0,relu,1163.0960477941173,2.0,,512.0,2.553707682900131,81962377728.0,1207.96875,densenet,0.0,28681000.0,0.0,0.0,0.0,1229389824.0,,,0.0,0.0,2899968.0
30902796288.0,,8832000.0,,0.0,relu,1166.337890625,4.0,,224.0,0.8940645785012749,31383364224.0,1166.34375,densenet,0.0,28681000.0,0.0,0.0,0.0,470625792.0,,,0.0,0.0,1110144.0
90816380928.0,,8832000.0,,0.0,relu,1243.44140625,4.0,,384.0,2.909776808600873,92211538944.0,1293.140625,densenet,0.0,28681000.0,0.0,0.0,0.0,1383063552.0,,,0.0,0.0,3262464.0
161451343872.0,,8832000.0,,0.0,relu,1420.6431884765625,4.0,,512.0,5.076773613400292,163924755456.0,1541.62109375,densenet,0.0,28681000.0,0.0,0.0,0.0,2458779648.0,,,0.0,0.0,5799936.0
