img_size,in_channel,input_size,kernel_size,macs,out_channel,stride
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,142752896.0,128.0,5.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,571011584.0,128.0,5.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,2389046400.0,128.0,5.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,12857600.0,256.0,1.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,51430400.0,256.0,1.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,205721600.0,256.0,1.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,822886400.0,256.0,1.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,3291545600.0,256.0,1.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,13166182400.0,256.0,1.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,4198400.0,256.0,2.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,12857600.0,256.0,2.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,51430400.0,256.0,2.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,205721600.0,256.0,2.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,822886400.0,256.0,2.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,3291545600.0,256.0,2.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,1049600.0,256.0,5.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,2361600.0,256.0,5.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,9446400.0,256.0,5.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,37785600.0,256.0,5.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,138809600.0,256.0,5.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,531360000.0,256.0,5.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,58988800.0,256.0,1.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,339775488.0,256.0,1.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,1595057152.0,256.0,1.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,6880453632.0,256.0,1.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,28550579200.0,256.0,1.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,116288160768.0,256.0,1.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,21235968.0,256.0,2.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,84943872.0,256.0,2.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,398764288.0,256.0,2.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,1720113408.0,256.0,2.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,7137644800.0,256.0,2.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,29072040192.0,256.0,2.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,2359552.0,256.0,5.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,21235968.0,256.0,5.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,84943872.0,256.0,5.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,285505792.0,256.0,5.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,1142023168.0,256.0,5.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,4778092800.0,256.0,5.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,25715200.0,512.0,1.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,102860800.0,512.0,1.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,411443200.0,512.0,1.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,1645772800.0,512.0,1.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,6583091200.0,512.0,1.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,26332364800.0,512.0,1.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,8396800.0,512.0,2.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,25715200.0,512.0,2.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,102860800.0,512.0,2.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,411443200.0,512.0,2.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,1645772800.0,512.0,2.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,6583091200.0,512.0,2.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,2099200.0,512.0,5.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,4723200.0,512.0,5.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,18892800.0,512.0,5.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,75571200.0,512.0,5.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,277619200.0,512.0,5.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,1062720000.0,512.0,5.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,117977600.0,512.0,1.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,679550976.0,512.0,1.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,3190114304.0,512.0,1.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,13760907264.0,512.0,1.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,57101158400.0,512.0,1.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,232576321536.0,512.0,1.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,42471936.0,512.0,2.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,169887744.0,512.0,2.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,797528576.0,512.0,2.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,3440226816.0,512.0,2.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,14275289600.0,512.0,2.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,58144080384.0,512.0,2.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,4719104.0,512.0,5.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,42471936.0,512.0,5.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,169887744.0,512.0,5.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,571011584.0,512.0,5.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,2284046336.0,512.0,5.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,9556185600.0,512.0,5.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,51430400.0,1024.0,1.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,205721600.0,1024.0,1.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,822886400.0,1024.0,1.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,3291545600.0,1024.0,1.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,13166182400.0,1024.0,1.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,52664729600.0,1024.0,1.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,16793600.0,1024.0,2.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,51430400.0,1024.0,2.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,205721600.0,1024.0,2.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,822886400.0,1024.0,2.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,3291545600.0,1024.0,2.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,13166182400.0,1024.0,2.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",1.0,4198400.0,1024.0,5.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",1.0,9446400.0,1024.0,5.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",1.0,37785600.0,1024.0,5.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",1.0,151142400.0,1024.0,5.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",1.0,555238400.0,1024.0,5.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",1.0,2125440000.0,1024.0,5.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,235955200.0,1024.0,1.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,1359101952.0,1024.0,1.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,6380228608.0,1024.0,1.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,27521814528.0,1024.0,1.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,114202316800.0,1024.0,1.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,465152643072.0,1024.0,1.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,84943872.0,1024.0,2.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,339775488.0,1024.0,2.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,1595057152.0,1024.0,2.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,6880453632.0,1024.0,2.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,28550579200.0,1024.0,2.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,116288160768.0,1024.0,2.0
7.0,1024.0,"torch.Size([1, 1024, 7, 7])",3.0,9438208.0,1024.0,5.0
14.0,1024.0,"torch.Size([1, 1024, 14, 14])",3.0,84943872.0,1024.0,5.0
28.0,1024.0,"torch.Size([1, 1024, 28, 28])",3.0,339775488.0,1024.0,5.0
56.0,1024.0,"torch.Size([1, 1024, 56, 56])",3.0,1142023168.0,1024.0,5.0
112.0,1024.0,"torch.Size([1, 1024, 112, 112])",3.0,4568092672.0,1024.0,5.0
224.0,1024.0,"torch.Size([1, 1024, 224, 224])",3.0,19112371200.0,1024.0,5.0
