<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
20.0,2543321088.0,20.0,464271704064.0,1.0,6553600.0,2366636032.0,256.0,224.0,0.021335904859006403,466952650752.0,2366636032.0,resnet18,52.0,11689512.0,0.0,,,9.0,0.0,1.0,131072000.0,1.0,0.0,,,,
20.0,3814981632.0,20.0,696407556096.0,1.0,9830400.0,3180331008.0,384.0,224.0,0.031686377152800566,700428976128.0,3180331008.0,resnet18,52.0,11689512.0,0.0,,,9.0,0.0,1.0,196608000.0,1.0,0.0,,,,
20.0,5086642176.0,20.0,928543408128.0,1.0,13107200.0,3801088000.0,512.0,224.0,0.05095902662724257,933905301504.0,3801088000.0,resnet18,52.0,11689512.0,0.0,,,9.0,0.0,1.0,262144000.0,1.0,0.0,,,,
,,5.0,655566528.0,1.0,18432.0,1775239168.0,1.0,224.0,0.0018937766551971433,714206912.0,1775239168.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,58621952.0,3.0,0.0,2.0,0.0,,
,,5.0,1311133056.0,1.0,36864.0,2005925888.0,2.0,224.0,0.002315386943519116,1428413824.0,2005925888.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,117243904.0,3.0,0.0,2.0,0.0,,
,,5.0,2622266112.0,1.0,73728.0,2010120192.0,4.0,224.0,0.0019028818234801293,2856827648.0,2010120192.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,234487808.0,3.0,0.0,2.0,0.0,,
,,5.0,5244532224.0,1.0,147456.0,2240806912.0,8.0,224.0,0.001940067857503891,5713655296.0,2240806912.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,468975616.0,3.0,0.0,2.0,0.0,,
,,5.0,10489064448.0,1.0,294912.0,2398093312.0,16.0,224.0,0.0023719077929854394,11427310592.0,2398093312.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,937951232.0,3.0,0.0,2.0,0.0,,
,,5.0,20978128896.0,1.0,589824.0,2677014528.0,32.0,224.0,0.0019790656864643093,22854621184.0,2677014528.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,1875902464.0,3.0,0.0,2.0,0.0,,
,,5.0,41956257792.0,1.0,1179648.0,2928672768.0,64.0,224.0,0.0023837340995669365,45709242368.0,2928672768.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,3751804928.0,3.0,0.0,2.0,0.0,,
